goods_no,카테고리,brand,name,sale_price,건성적합,지성적합,저자극,진정효과,보습효과,미백효과,리뷰수,출처
A000000222741,로션,마몽드,마몽드 맨 리차징 올인원 플루이드 180ml,19980,30.33,8.11,63.01,26.2,57.15,9.38,14,예측
A000000223782,로션,닥터지,[리뉴얼/펩타이드/속보습] 닥터지 레드 블레미쉬 포 맨 탄력 올인원 2종 택 1 (단품/증정 기획),22200,31.0,7.0,58.0,36.0,53.0,11.0,3338,실측
A000000224041,로션,아누아,아누아 라이스 70 인텐시브 모이스처라이징 밀크 150ml,19500,53.0,3.0,82.0,18.0,82.0,0.0,34,실측
A000000224240,로션,스킨푸드,[각질순삭] 스킨푸드 블랙슈가 퍼펙트 에멀전 2X 포 맨 180ml,15400,29.0,14.0,43.0,71.0,29.0,0.0,70,실측
A000000225493,로션,랩시리즈,랩시리즈 클리어 LS 리서페이싱 & 매티파잉 라이트웨이트 에멀전 50ml,74000,26.74,23.22,65.14,57.69,48.34,10.25,2,예측
A000000225614,로션,그라운드랩,그라운드랩 올인원 모이스처라이저 스킨 로션 200ml,18700,43.0,12.0,95.0,11.0,83.0,6.0,592,실측
A000000226100,로션,이니스프리,이니스프리 그린티 로션 포맨 150ml,15400,23.0,13.0,63.0,63.0,38.0,0.0,40,실측
A000000226598,로션,네이처리퍼블릭,네이처리퍼블릭 아프리카 버드 옴므 올인원 모이스처라이저 150ml,14500,22.62,27.95,63.63,39.95,40.32,2.73,18,예측
A000000226600,로션,네이처리퍼블릭,네이처리퍼블릭 아프리카 버드 옴므 올인원 프레시 밸런서 150ml,14500,24.36,14.68,61.65,34.15,46.35,11.1,18,예측
A000000227226,로션,브리올옴므,브리올옴므 퍼펙트 화이트닝 로션 120ml*,26000,37.64,9.01,68.54,48.6,48.15,3.66,15,예측
A000000229488,로션,아이오페,[NEW] 아이오페 XMD 스템3 클리니컬 리커버리 에멀전 130ml,43200,42.0,6.0,45.0,39.0,42.0,19.0,31,실측
A000000231297,로션,토니모리,토니모리 원더 세라마이드 모찌 에멀전 300ml,13600,62.0,4.0,92.0,9.0,90.0,0.0,290,실측
A000000232954,로션,랑콤,랑콤 제니피끄 리페어 토너 150ml,89250,32.74,13.44,73.84,31.18,66.45,5.75,18,예측
A000000232971,로션,아이디얼포맨,[7년 연속 1위] 아이디얼포맨 퍼펙트 올인원 150ml 단품/기획,16800,28.0,8.0,60.0,33.0,62.0,5.0,5324,실측
A000000232989,로션,빌리프,[NEW 올인원] 빌리프 맨올로지 콜라겐 익스트림 올인원 100ml,37730,41.78,6.96,68.53,24.3,65.52,4.21,15,예측
A000000232993,로션,빌리프,[NEW 올인원] 빌리프 맨101 톤업 모이스춰라이저 50ml,30030,27.44,10.5,69.69,34.39,38.99,19.97,7,예측
A000000232999,로션,빌리프,[NEW] 빌리프 맨올로지 프로텍티브 엑토인 에멀전 125ml,30800,38.13,6.46,71.88,28.28,61.37,5.96,9,예측
A000000233004,로션,미닉,[민감지성피부/유분케어] 미닉 노세범 블루 캐모마일 수분 쿨링 젤 로션 80ml,22400,29.71,15.81,71.76,39.94,58.05,0.0,12,예측
A000000237000,로션,헤슬,[NEW/저자극/청담샵 추천] 헤슬 쏙보습 쌀 로션 150ml,20300,47.0,6.0,86.0,16.0,81.0,3.0,268,실측
A000000238287,로션,아렌시아,[화잘먹] 아렌시아 레드 스무디 로션 5 200ml 기획 (+80ml 미니어처),23400,31.0,13.0,84.0,28.0,69.0,3.0,116,실측
A000000238500,로션,아누아,아누아 복숭아 77 나이아신 컨디셔닝 밀크 150ml,21600,40.0,3.0,53.0,42.0,51.0,7.0,88,실측
A000000238513,로션,헤라,헤라 옴므 블루 에센스 인 에멀전 110ML,38400,41.63,4.39,73.75,23.22,66.08,0.57,6,예측
A000000240093,로션,라끄베르,라끄베르 옴므리차지 올인원 로션 150ml,19900,36.0,5.0,75.0,16.0,75.0,9.0,62,실측
A000000240497,로션,오브제,오브제 비타 브라이트닝 올인원 150ml,28000,20.0,10.0,90.0,3.0,53.0,43.0,32,실측
A000000245706,로션,디오디너리,[산뜻보습] 디오디너리 라이스 리피즈 + 엑토인 마이크로에멀전 60ml,19800,47.0,12.0,71.0,21.0,79.0,0.0,34,실측
A000000246717,로션,BOHO,보호 하이퍼 말차 올인원 로션 100ml,27900,39.0,11.0,92.0,18.0,79.0,3.0,453,실측
A000000249538,로션,그라운드플랜,[수분지속로션] 그라운드플랜 젤모이스처 120ml,29930,100.0,0.0,100.0,0.0,100.0,0.0,34,실측
A000000250229,로션,세포랩,세포랩 바이오제닉 모이스처라이저 80ml,33120,33.0,0.0,64.0,33.0,52.0,15.0,39,실측
A000000252331,로션,벨프리모,[장벽/진정] 벨프리모 히알 베리어 아토 로션 200ml,19900,61.0,6.0,94.0,9.0,90.0,2.0,370,실측
A000000254668,로션,비레디,[수분촉촉/ NEW] 비레디 하이드로 올인원 로션 기획(150ml 본품+ 35ml 증정),23000,42.0,11.0,78.0,31.0,68.0,1.0,73,실측
A000000255061,로션,헤이브로,헤이브로 맨즈 브라운 올인원로션 200ml,18900,37.98,10.61,70.86,30.43,66.92,2.92,2,예측
A000000255983,로션,플리프,[모공삭제 올인원] 플리프 PDRN 포어엑스 올인원 로션 200ml,28000,26.02,18.52,71.81,32.34,47.68,21.12,0,예측
A000000257647,로션,오휘,오휘 더 퍼스트 제너츄어 포맨 올인원 세럼 90ml,88400,32.41,10.52,71.24,27.42,56.99,16.75,0,예측
A000000257658,로션,오휘,오휘 마이스터 포맨 하이드라 로션 110ml,46750,21.76,11.01,54.85,39.83,55.98,5.34,0,예측
A000000257670,로션,오휘,오휘 마이스터 포맨 프레쉬 로션 110ml,46750,38.73,11.15,72.83,30.16,79.69,0.92,0,예측
A000000258379,로션,보나쥬르,보나쥬르 퓨어마일드 맨 올인원 모이스쳐라이저 120ml,25600,13.0,30.0,96.0,28.0,64.0,9.0,47,실측
A000000259098,로션,한스킨,[수분진정/피지컨트롤] 한스킨 퍼펙트 올인원 로션 115ml,11800,33.23,9.12,67.87,22.74,52.84,18.06,0,예측
A000000261984,로션,AHC,AHC 프로샷 온리 포맨 노세범 트러블 올인원 기획(120ml+120ml),24800,29.57,16.91,72.53,41.41,56.19,2.38,2,예측
A000000261999,로션,AHC,AHC 프로샷 온리포맨 안티에이징 버블 올인원 에센스 100ml,26900,35.8,5.73,71.49,23.87,57.33,23.33,0,예측
B000000184084,로션,닥터방기원,[대용량]닥터방기원 시카마이드 블레미쉬 카밍 올인원 300ml,17900,34.0,32.0,91.0,31.0,63.0,6.0,86,실측
B000000184086,로션,닥터방기원,[대용량]닥터방기원 시카마이드 딥 모이스처 밸런싱 올인원 300ml,17900,55.0,10.0,93.0,24.0,73.0,3.0,86,실측
B000000223871,로션,블랙몬스터,블랙몬스터 커스텀 올인원 멀티비타,26100,30.73,12.37,71.99,31.36,70.16,9.19,5,예측
B000000223873,로션,블랙몬스터,블랙몬스터 화이트 올인원 더블 세럼,26100,32.05,15.29,64.53,32.35,60.83,16.45,1,예측
B000000232976,로션,블랙몬스터,블랙몬스터 올인원 올데이 보습 올인원,10800,28.23,12.94,73.14,33.57,62.73,8.79,0,예측
A000000260445,로션,알파루틴,알파루틴 이지컨트롤 올인원 200ml,25500,20.0,22.0,90.0,17.0,76.0,7.0,41,실측
A000000137078,로션,싸이닉,싸이닉 더 심플 데일리 로션 260ml,9900,20.0,22.0,80.0,41.0,58.0,0.0,3257,실측
A000000208425,로션,로레알맨,로레알파리 맨 이드라파워 쿨링 올인원 120ml,13900,43.0,17.0,70.0,43.0,57.0,0.0,30,실측
A000000210476,로션,더샘,더샘 클래식 옴므 올인원 에센스,21000,35.06,3.96,65.49,20.04,55.15,27.01,5,예측
A000000011088,로션,엠도씨,엠도씨 세붐 스트라이크 세럼 100ml,20000,21.0,38.0,60.0,43.0,52.0,5.0,148,실측
A000000016749,로션,라끄베르,라끄베르 옴므 리차지 에멀전 180ml,12000,21.0,11.0,50.0,35.0,60.0,6.0,968,실측
A000000107837,로션,미프,미프 모이스처 올인원 리필 기획세트 200ml+150ml,34000,30.08,14.61,71.3,25.45,64.09,21.83,4,예측
A000000115419,로션,셀퓨전씨,[유수분밸런싱/산뜻수분젤] 셀퓨전씨 트리악 모이스처 젤 오인트 100ml,16300,15.0,41.0,72.0,73.0,27.0,1.0,598,실측
A000000122212,로션,다슈,다슈 맨즈 아쿠아 리얼 모이스트 올인원크림 153ml,12600,31.0,10.0,65.0,28.0,68.0,4.0,326,실측
A000000137386,로션,아크네스,[피지저격/진정케어] 아크네스 포맨 퍼펙트 올인원 200ml,16200,13.0,29.0,60.0,55.0,39.0,6.0,479,실측
A000000144803,로션,아크웰,아크웰 리얼 아쿠아 밸런싱 로션 140ml,25000,25.0,18.0,84.0,34.0,63.0,3.0,111,실측
A000000147577,로션,미프,미프 시카맥스 올인원 기획 (본품 200ml+리필 150ml),26600,22.0,11.0,59.0,70.0,30.0,0.0,71,실측
A000000148729,로션,디오디너리,[차세대레티놀] 디오디너리 그랜액티브 레티노이드 2% 에멀전 30ml,18400,29.0,16.0,44.0,21.0,23.0,56.0,728,실측
A000000149427,로션,보닌,보닌 퓨어 에센셜 에멀전,20000,13.0,23.0,57.0,45.0,54.0,1.0,68,실측
A000000152004,로션,엠도씨,엠도씨 시카 화이트닝 올인원 스페셜 세트 130ml+30ml,38000,24.88,23.2,71.77,34.71,29.66,25.74,18,예측
A000000161654,로션,무슈제이,무슈제이 밀크 톤업 올인원 200ml,21900,24.0,13.0,74.0,20.0,28.0,52.0,87,실측
A000000162615,로션,마리엔메이,[장벽강화] 마리엔메이 비타민C+비피다 로션 120ml,19500,36.0,4.0,74.0,14.0,46.0,40.0,48,실측
A000000164819,로션,스케다,스케다 스킨 브라이트 올인원 135ml,22000,27.65,13.43,69.39,29.8,57.85,7.92,11,예측
A000000165603,로션,비알티씨,BRTC 트레이너 옴므 올인원 밀크 200ml 기획 (+50ml 증정),27000,22.0,13.0,78.0,24.0,67.0,10.0,2428,실측
A000000171034,로션,EGF올로지,이지에프올로지 인헨싱 밸런싱 로션 50ml,63000,30.49,9.44,56.47,33.58,45.85,11.06,24,예측
A000000174520,로션,랩시리즈,[대용량] 랩시리즈 올-인-원 훼이스 트리트먼트 100ml,80000,23.26,26.24,67.84,52.3,57.97,1.7,21,예측
A000000176899,로션,무슈제이,무슈제이 베이직 아쿠아 보습 올인원 1+1 기획(200ml+200ml),23900,24.0,12.0,64.0,37.0,61.0,2.0,876,실측
A000000178076,로션,헤라,헤라 옴므 파워부스팅 모이스춰라이저 110ML,55200,34.28,5.64,70.53,33.72,61.53,13.36,29,예측
A000000182721,로션,케어존,케어존 아큐어 클래리파잉 에멀전 200ml,18200,16.0,33.0,77.0,56.0,43.0,1.0,221,실측
A000000184579,로션,폴메디슨,[NEW] 폴메디슨 옴므 워터화이트닝 올인원 에센스 211ml,13110,29.37,14.52,69.37,29.98,60.17,11.55,27,예측
A000000184805,로션,마녀공장,마녀공장 얼티밋 올인원 선로션 100ml,43000,28.0,15.0,77.0,19.0,57.0,24.0,114,실측
A000000184935,로션,록키스,록키스 아쿠아 부스트 옴므 올인원 200ml,14800,23.0,11.0,75.0,32.0,61.0,7.0,58,실측
A000000185300,로션,아이오페,[단품]아이오페 맨 올데이 퍼펙트 올인원 120ml,28500,30.0,8.0,61.0,33.0,59.0,8.0,4998,실측
A000000187243,로션,빌리프,빌리프 맨올로지101 스마트 모이스춰 익스트림 100ml,38400,45.65,7.1,79.7,23.94,76.74,0.0,19,예측
A000000187655,로션,헤라,헤라 옴므 에센스인에멀전 110ML,33600,23.0,8.0,50.0,23.0,69.0,8.0,62,실측
A000000191179,로션,아이오페,아이오페 맨 올데이 퍼펙트 톤업 올인원 120ml,28500,35.0,0.0,70.0,25.0,53.0,23.0,38,실측
A000000199594,로션,닥터자르트,[모공/요철커버] 닥터자르트 포어레미디 스무딩 프라이머,41000,20.0,10.0,58.0,40.0,33.0,27.0,59,실측
A000000203994,로션,라끄베르,라끄베르 옴므 리차지 시카 올인원 에센스 150ml 1+1 기획,19900,27.0,9.0,64.0,48.0,48.0,4.0,1255,실측
A000000204158,로션,다슈,다슈 보이 파란 수분초 로션 150ml 기획 (+수분크림 50ml),23000,39.0,10.0,67.0,33.0,65.0,3.0,79,실측
A000000207456,로션,닥터지,[선케어/반톤업] 닥터지 레드 블레미쉬 포 맨 올인원 톤 로션 50ml 기획 (+젠틀폼 30ml),19900,24.57,21.19,58.56,48.34,27.61,24.57,111,예측
A000000209130,로션,로레알맨,로레알파리 맨 이드라파워 수분 올인원 50ml 단품/기획 택 1,18900,12.0,3.0,56.0,41.0,59.0,0.0,32,실측
A000000209705,로션,더페이스샵,더페이스샵 더프레시 포맨 수분 플루이드 200ml,21000,20.16,23.75,59.0,43.8,52.13,5.33,7,예측
A000000210948,로션,운스트라움,운스트라움 에센셜 올인원 150ml,38000,22.77,20.47,68.29,34.28,32.13,34.4,2,예측
A000000210949,로션,운스트라움,운스트라움 디 오리진 로션 150ml,24000,18.56,24.74,63.57,54.34,33.27,3.42,4,예측
A000000213679,로션,무슈제이,무슈제이 세라부스트 올인원 200ml 단품/기획 2종 택1,19900,38.0,4.0,61.0,33.0,67.0,0.0,90,실측
A000000214141,로션,키엘,키엘 칼렌듈라 에멀전 125ml,61200,36.63,14.1,73.36,27.35,59.82,10.97,28,예측
A000000222771,로션,아이디얼포맨,[여드름피부적합] 아이디얼포맨 시카 올인원 150ml,8900,14.0,25.0,62.0,76.0,22.0,2.0,1089,실측
A000000222772,로션,아이디얼포맨,[자외선차단+스킨케어] 아이디얼포맨 선 올인원 140ml,24000,33.0,7.0,67.0,26.0,55.0,19.0,1448,실측
A000000226597,로션,네이처리퍼블릭,네이처리퍼블릭 맨 인 블루 올인원 모이스처라이저 150ml,14000,29.85,16.52,66.68,36.42,57.4,0.28,5,예측
A000000233577,로션,아렌시아,[NEW 화잘먹 피부 밀착 로션] 아렌시아 레드 스무디 로션 5 200ml,23400,42.0,10.0,73.0,21.0,68.0,11.0,84,실측
A000000236436,로션,랑콤,랑콤 클라리피끄 에멀전 75ml,124950,21.7,14.63,70.78,26.12,34.65,38.19,4,예측
A000000237614,로션,로레알맨,[NEW/모공케어 올인원] 로레알파리 맨 이드라 파워 오일 컨트롤 젤 크림 50ml,19600,24.87,25.99,62.06,51.21,56.63,1.68,6,예측
A000000242171,로션,아이오페,아이오페 XMD 클리니컬 리커버리 올인원 포맨 120g,29400,29.0,10.0,57.0,24.0,62.0,14.0,484,실측
A000000255603,로션,헤라,[NEW] 헤라 옴므 블랙 인텐스 리차징 에멀전 110ml,56000,39.34,2.38,69.74,19.44,57.16,20.44,0,예측
A000000257196,로션,비욘드,[속수분진정/수분장벽] 비욘드 엔젤 아쿠아 이온 히알루 10% 수분 로션 200ml,16500,28.0,8.0,85.0,34.0,65.0,1.0,190,실측
A000000259759,로션,비오템,비오템옴므 티쀼르 어드밴스드 젤 50ml (온),72250,15.77,31.35,47.9,59.15,42.76,0.0,3,예측
A000000263538,로션,피지오겔,피지오겔 DMT 페이셜 로션 200ml 기획 (+크림10ml+앰플4ml),38000,0.0,0.0,0.0,0.0,0.0,0.0,6109,실측
A000000006346,립_아이리무버,폰즈,폰즈 클리어 훼이스 스파 립&아이 리무버 120ml,5900,27.0,10.0,71.0,43.91,39.04,5.56,95987,실측
A000000102752,립_아이리무버,키스미,[꼼꼼/필수템] 키스미 히로인메이크 스피디 마스카라 전용 리무버 단품,12350,25.0,10.0,69.0,34.68,57.95,5.88,18068,실측
A000000124361,립_아이리무버,아리얼,[순삭리무버패드] 아리얼 스트레스 릴리빙 립앤아이 리무버 패드 30매,3900,30.0,10.0,58.0,43.53,55.77,3.05,62778,실측
A000000204481,립_아이리무버,식물나라,[산뜻딥클렌징] 식물나라 제주 탄산수 딥 립 앤 아이 리무버 150ml/300ml,5800,28.0,9.0,61.0,30.23,70.61,4.47,18588,실측
A000000141457,립_아이리무버,아리얼,[더블클렌징] 아리얼 스트레스 릴리빙 미셀라 립앤아이 리무버 300ml,9000,27.0,9.0,60.0,58.11,42.74,1.91,14563,실측
A000000248339,립_아이리무버,폰즈,[NEW/한정기획] 폰즈 립&아이리무버 300ml 기획 (+50ML 리무버 +화장솜 30매 증정),24500,32.0,10.0,72.0,16.36,34.45,25.03,4450,실측
A000000199429,립_아이리무버,코스노리,[영양케어+클렌징] 코스노리 롱 액티브 비건 마스카라 리무버,9500,28.0,9.0,70.0,34.25,49.63,0.0,2512,실측
A000000125392,립_아이리무버,아리얼,[더블기획/순삭리무버패드] 아리얼 스트레스 릴리빙 립앤아이 리무버 패드 더블기획 (30매+30매),5800,27.0,8.0,58.0,43.53,55.77,3.05,7269,실측
A000000135743,립_아이리무버,폰즈,폰즈 클리어 스파 립앤아이 리무버 300ml,24500,26.0,10.0,74.0,43.91,39.04,5.56,95987,실측
A000000231085,립_아이리무버,비페스타,[폼증정] 비페스타 립앤아이 리무버 280ml (대용량),10900,29.0,9.0,71.0,23.78,63.66,9.74,4932,실측
A000000125015,립_아이리무버,비페스타,[산뜻마무리] 비페스타 립앤아이 리무버 더블기획 (145ml+145ml),11900,31.0,8.0,73.0,23.78,63.66,9.74,2347,실측
A000000167810,립_아이리무버,일리윤,일리윤 프레쉬 모이스춰 립앤아이 리무버 150ML,7900,31.0,8.0,73.0,34.35,57.07,6.68,9664,실측
A000000224465,립_아이리무버,바닐라코,[저자극/NEW] 바닐라코 클린잇제로 립&아이리무버 100ml,4550,30.0,7.0,64.0,42.17,44.55,9.97,1457,실측
A000000223461,립_아이리무버,바닐라코,[NEW/여행 필수템] 바닐라코 클린잇제로 수딩 립&아이리무버 패드 30매,3500,33.0,9.0,58.0,37.13,42.31,5.44,2221,실측
A000000168702,립_아이리무버,식물나라,[여행용] 식물나라 제주 탄산수 딥 립 앤 아이 리무버 티슈 20매,2100,29.0,11.0,49.0,45.64,60.24,9.51,6045,실측
A000000213921,립_아이리무버,포인트앤,[올영단독400ml] 포인트앤 딥 클린 올킬 립앤아이 리무버 200ml 1+1 기획,11900,30.0,8.0,62.0,19.95,62.13,9.31,3214,실측
A000000163335,립_아이리무버,이브로쉐,이브로쉐 퓨어블루에 더 익스프레스 메이크업 리무버 200ml_NEW,14700,27.0,8.0,80.0,44.25,44.32,9.81,251,실측
A000000208351,립_아이리무버,스킨푸드,[NEW] 스킨푸드 밀크 쉐이크 포인트 메이크업 리무버 160ml,7000,34.0,1.0,72.0,38.61,57.1,10.49,684,실측
A000000237813,립_아이리무버,바이오더마,바이오더마 센시비오 H2O eye 125ml,18000,36.0,6.0,78.0,35.27,63.04,1.45,2897,실측
A000000131620,립_아이리무버,해서린,해서린 선셋 카멜리아 리무버 스틱 50ea,7700,28.0,12.0,56.0,33.85,63.47,3.9,1226,실측
A000000187803,립_아이리무버,에뛰드,뽀오얀 미소 발효 립&아이 리무버 250ml,13050,41.0,5.0,75.0,31.58,63.39,4.22,548,실측
A000000261248,립_아이리무버,비플레인,[NEW/말끔순삭]비플레인 녹두 립 앤 아이 리무버 클렌징 패드 30매,3700,35.1,7.85,69.0,35.33,50.96,8.26,21,예측
A000000131509,립_아이리무버,케어존,케어존 저자극 립앤아이리무버 50ml,3500,29.0,9.0,58.0,61.33,41.02,8.18,4892,실측
A000000163334,립_아이리무버,이브로쉐,이브로쉐 퓨어블루에 더 익스프레스 메이크업 리무버 100ml_NEW,8600,26.0,6.0,66.0,44.25,44.32,9.81,158,실측
A000000005797,립_아이리무버,비페스타,[폼증정] 비페스타 립앤아이 리무버 145ml (산뜻마무리),6900,28.0,9.0,70.0,35.67,61.32,12.21,4090,실측
A000000137604,립_아이리무버,아리얼,[7:3황금비율/더블클렌징] 아리얼 스트레스 릴리빙 미셀라 립앤아이 리무버 100ml,8000,25.0,11.0,56.0,59.15,48.73,2.16,1941,실측
A000000146757,립_아이리무버,폰즈,폰즈 클리어 스파 립앤아이 리무버 300ml+120ml 기획,32900,27.0,9.0,73.0,43.91,39.04,5.56,93427,실측
A000000183046,립_아이리무버,코스노리,코스노리 마이크로 액티브 비건 립앤아이 리무버 100ml,6500,33.0,7.0,69.0,61.56,44.33,0.19,477,실측
A000000189452,립_아이리무버,키스미,[저자극리무버/대용량] 키스미 아이 젠틀 오프 립앤아이 리무버 대용량 300ml,21600,26.0,6.0,56.0,33.49,65.1,2.51,669,실측
A000000190422,립_아이리무버,키스미,[꼼꼼/1+1] 키스미 히로인메이크 스피디 마스카라 리무버 1+1 한정기획,26000,29.0,11.0,72.0,34.68,57.95,5.88,27369,실측
