성분코드,성분명,영문명,CAS,구명칭,배합목적
24584,에스-뮤-코노톡신씨엔3씨아세테이트,s-Mu-conotoxin CnIIIC Acetate,936616-33-0,,피부컨디셔닝제(기타)
24582,인체표피알-각질형성세포/에스브이티이알티3-5세포배양액,Human Epidermal r-Keratinocyte/SVTERT3-5 Cell Conditioned Media,,,피부컨디셔닝제(기타);헤어컨디셔닝제
24581,트리코데르마감시이발효여과물,Trichoderma Gamsii Ferment Filtrate,,,피부컨디셔닝제(기타)
24580,구릿대뿌리/고본뿌리/사철쑥잎/갯방풍뿌리/감초뿌리/녹두씨/섬곽향잎/줄기/하늘타리열매추출물,,,,피부컨디셔닝제(기타)
24579,오미자/광엽발계뿌리추출물,,,,피부컨디셔닝제(기타)
24577,페릭아미노테레프탈레이트,,1341134-09-5,,피부컨디셔닝제(기타)
24575,올리고펩타이드-20K,,,,피부컨디셔닝제(기타)
24573,검은깨수,,,,피부컨디셔닝제(기타)
24572,과로황꽃/잎/줄기추출물,Lysimachia Christinae Flower/Leaf/Stem Extract,3036677-64-9,,피부컨디셔닝제(기타)
24568,아마씨수,Linum Usitatissimum (Linseed) Seed Water,,,피부컨디셔닝제(기타)
24567,디옥시리보오스,Deoxyribose,533-67-5,,피부컨디셔닝제(기타)
24566,확정세포배양액29,Defined Cell Culture Media 29,,확정세포배양액2K,피부컨디셔닝제(기타)
24565,아스퍼질러스/콩/강낭콩발효추출물,,,,피부컨디셔닝제(기타)
24564,폴리다이옥사논,Polydioxanone,29223-92-5,,피부컨디셔닝제(기타);피부컨디셔닝제(보습제);보습제;각질제거제;연마제
24563,칸나비스아미도프로필하이드록시설테인,Cannabisamidopropyl Hydroxysultaine,,,피부컨디셔닝제(기타);계면활성제(유화제);계면활성제(거품촉진제);점도증가제(수성)
24562,바이올라신,Violacein,548-54-9,,피부컨디셔닝제(기타);산화방지제
24561,참당귀/천궁추출물,,,,피부컨디셔닝제(기타)
24560,확정세포배양액30,Defined Cell Culture Media 30,,확정세포배양액3K,피부컨디셔닝제(기타)
24559,양구슬냉이올레오좀/양구슬냉이에스알-(애기장대폴리펩타이드-2에스에이치-올리고펩타이드-1),Camelina Sativa Oleosomes/Camelina Sativa sr-(Arabidopsis Thaliana Polypeptide-2 sh-Oligopeptide-1),,,피부컨디셔닝제(기타);피부보호제;산화방지제
24558,바실러스/메타티타닉애씨드발효추출물,Bacillus/Metatitanic Acid Ferment Extract,,,피부컨디셔닝제(기타)
24557,양구슬냉이올레오좀/양구슬냉이에스알-(애기장대폴리펩타이드-2에스에이치-폴리펩타이드-1),Camelina Sativa Oleosomes/Camelina Sativa sr (Arabidopsis Thaliana Polypeptide-2 sh-Polypeptide-1),,,피부컨디셔닝제(기타);피부보호제;산화방지제
24556,D-펜타펩타이드-1,D-Pentapeptide-1,,,피부컨디셔닝제(기타);피부보호제;보습제
24555,락토바실러스/감꼭지발효여과물,Lactobacillus/Diospyros Kaki Calyx Ferment Filtrate,,,피부컨디셔닝제(기타)
24553,아티초크잎세포추출물,Cynara Cardunculus Leaf Cell Extract,,,피부컨디셔닝제(기타);피부컨디셔닝제(보습제);피부보호제;보습제;산화방지제;헤어컨디셔닝제
24551,보리밥나무가지수,,,,피부컨디셔닝제(기타)
24550,올리고펩타이드-18K,,,,피부컨디셔닝제(기타)
24547,락토바실러스/미선나무잎발효추출여과물,Lactobacillus/Abeliophyllum Distichum Leaf Ferment Extract Filtrate,,,피부컨디셔닝제(기타);피부컨디셔닝제(보습제);피부보호제;보습제;헤어컨디셔닝제
24546,칼슘/마그네슘하이드록시아파타이트,Calcium/Magnesium Hydroxyapatite,,,피부컨디셔닝제(기타)
24545,징크하이드록시아파타이트,Zinc Hydroxyapatite,,,피부컨디셔닝제(기타)
24542,순비기나무가지/잎수,,,,피부컨디셔닝제(기타)
24540,테트라소듐비스-페닐석시네이트글라이콜,Tetrasodium Bis-Phenylsuccinate Glycol,,,피부컨디셔닝제(기타);피부보호제;헤어컨디셔닝제
24539,로다닐리덴에톡시페녹시아세틱애씨드,Rhodanylidene Ethoxyphenoxy Acetic Acid,,,피부컨디셔닝제(기타);피부보호제;헤어컨디셔닝제
24538,하이드록시에틸4-페닐우라졸,Hydroxyethyl 4-phenylurazole,,,피부컨디셔닝제(기타);피부보호제;헤어컨디셔닝제
24537,에스알-(클로스트리듐 보툴리눔폴리펩타이드-1데카펩타이드-84에이치아이브이-1올리고펩타이드-8글루타민),sr-(Clostridium Botulinum Polypeptide-1 Decapeptide-84 HIV-1 Oligopeptide-8 Glutamine),,폴리펩타이드-2K,피부컨디셔닝제(기타);피부보호제
24536,소듐포스포로티오에이트노나-메톡시에틸디엔에이-2,Sodium Phosphorothioate Nona-Methoxyethyl DNA-2,,,피부컨디셔닝제(기타)
24533,테트라데실아미노부티로일발릴아미노부티릭우레아아세테이트,Tetradecyl Aminobutyroylvalylaminobutyric Urea Acetate,2922053-00-5,,피부컨디셔닝제(기타)
24532,하이드롤라이즈드돼지동맥추출물,Hydrolyzed Pig Artery Extract,,,피부컨디셔닝제(기타);헤어컨디셔닝제;네일컨디셔닝제
24531,하이드롤라이즈드돼지가죽추출물,Hydrolyzed Pig Skin Extract,,,피부컨디셔닝제(기타);피부컨디셔닝제(보습제);보습제;산화방지제;헤어컨디셔닝제;네일컨디셔닝제
24528,시키모일다이펩타이드-17하이드록시프롤린,Shikimoyl Dipeptide-17 Hydroxyproline,,,피부컨디셔닝제(기타);피부컨디셔닝제(보습제);피부보호제;보습제;산화방지제;헤어컨디셔닝제
24527,쿠마로일다이펩타이드-17하이드록시프롤린,Coumaroyl Dipeptide-17 Hydroxyproline,,,피부컨디셔닝제(기타);피부컨디셔닝제(보습제);피부보호제;보습제;산화방지제;헤어컨디셔닝제
24526,참식나무잎오일,,,,피부컨디셔닝제(기타);착향제
24525,새덕이잎오일,,,,피부컨디셔닝제(기타);착향제
24524,센달나무잎오일,,,,피부컨디셔닝제(기타);착향제
24523,생달나무잎오일,Cinnamomum Japonicum Leaf Oil,,,피부컨디셔닝제(기타);착향제
24522,곰취오일,,,,피부컨디셔닝제(기타);착향제
24520,스타퓔로코쿠스 카프라이발효추출여과물,Staphylococcus Caprae Ferment Extract Filtrate,,,피부컨디셔닝제(기타);헤어컨디셔닝제
24519,레몬소포,,,,피부컨디셔닝제(기타)
24518,개양귀비꽃소포,,,,피부컨디셔닝제(기타)
24517,인삼꽃소포,,,,피부컨디셔닝제(기타)
24516,월화미인꽃소포,,,,피부컨디셔닝제(기타)
24515,에스에이치-올리고펩타이드-200에스피,sh-Oligopeptide-200 SP,,,피부컨디셔닝제(기타);피부보호제
24514,에스에이치-올리고펩타이드-199에스피,sh-Oligopeptide-199 SP,,,피부컨디셔닝제(기타);피부보호제
24513,에스알-(올리고펩타이드-249올리고펩타이드-248에스에이치-폴리펩타이드-176),sr-(Oligopeptide-249 Oligopeptide-248 sh-Polypeptide-176),,,피부컨디셔닝제(기타);피부보호제
24512,해마토코쿠스 플루비알리스수,,,,피부컨디셔닝제(기타)
24504,발아현미소포,,,,피부컨디셔닝제(기타)
24501,다이펩타이드-90,Dipeptide-90,,,피부컨디셔닝제(기타)
24500,아세틸다이펩타이드-90,Acetyl Dipeptide-90,,,피부컨디셔닝제(기타);피부보호제
24499,병풀에스에이치-올리고펩타이드-1,Centella Asiatica sh-Oligopeptide-1,,,피부컨디셔닝제(기타);피부컨디셔닝제(보습제);보습제;산화방지제;헤어컨디셔닝제
24498,올리고펩타이드-266,Oligopeptide-266,,올리고펩타이드-14K,피부컨디셔닝제(기타)
24497,토마토박가루,Solanum Lycopersicum (Tomato) Pomace Powder,,,피부컨디셔닝제(기타);산화방지제
24495,웨이셀라 콘푸사/탈지분유발효용해가루,Weissella Confusa/Nonfat Dry Milk Ferment Lysate Powder,,,피부컨디셔닝제(기타);피부컨디셔닝제(유연제);피부보호제
24494,개나리캘러스세포외소포,Forsythia Koreana Callus Extracellular Vesicles,,,피부컨디셔닝제(기타);피부컨디셔닝제(유연제);피부보호제
24493,천궁캘러스세포외소포,Cnidium Officinale Callus Extracellular Vesicles,,,피부컨디셔닝제(기타);피부컨디셔닝제(유연제);피부보호제
24492,작약캘러스세포외소포,Paeonia Lactiflora Callus Extracellular Vesicles,,,피부컨디셔닝제(기타);피부컨디셔닝제(유연제);피부보호제
24491,맨드라미캘러스세포외소포,Celosia Cristata Callus Extracellular Vesicles,,,피부컨디셔닝제(기타);피부컨디셔닝제(유연제);피부보호제
24490,밤부사불가리스캘러스세포외소포,Bambusa Vulgaris Callus Extracellular Vesicles,,,피부컨디셔닝제(기타);피부컨디셔닝제(유연제);피부보호제
24487,바디나물꽃/잎/줄기추출물,Angelica Decursiva Flower/Leaf/Stem Extract,,,피부컨디셔닝제(기타)
24486,슈다르쓰로박터싸이크로톨레란스발효여과물,Pseudarthrobacter Psychrotolerans Ferment Filtrate,,,피부컨디셔닝제(기타)
24485,모라놀린,Moranoline,19130-96-2,,피부컨디셔닝제(기타);피부보호제
24483,소듐아스코빌프로필하이알루로네이트크로스폴리머,Sodium Ascorbyl Propyl Hyaluronate Crosspolymer,,,피부컨디셔닝제(기타);보습제;산화방지제
24481,말제대와튼젤리중간엽줄기세포배양액추출물,Horse Umbilical Wharton's Jelly Mesenchymal Stem Cell Conditioned Media Extract,,,피부컨디셔닝제(기타);산화방지제
24479,하이드롤라이즈드에스알-(트라이펩타이드-137헥사펩타이드-40에스에이치-폴리펩타이드-184에스에이치-폴리펩타이드-146),Hydrolyzed sr-(Tripeptide-137 Hexapeptide-40 sh-Polypeptide-184 sh-Polypeptide-146),,,피부컨디셔닝제(기타);산화방지제;피막형성제;헤어컨디셔닝제;네일컨디셔닝제
24477,에스알-(펜타펩타이드-104에스-스타퓔로코쿠스시물란스폴리펩타이드-1헥사펩타이드-40),sr-(Pentapeptide-104 s-Staphylococcus Simulans Polypeptide-1 Hexapeptide-40),,,피부컨디셔닝제(기타)
24476,에스알-(트라이펩타이드-118에스-양폴리펩타이드-1에스-슈도모나스파지피케이지폴리펩타이드-1다이펩타이드-19헥사펩타이드-40),sr-(Tripeptide-118 s-Sheep Polypeptide-1 s-Pseudomonas phage phiKZ Polypeptide-1 Dipeptide-19 Hexapeptide-40),,,피부컨디셔닝제(기타)
24475,오이열매즙소포,Cucumis Sativus (Cucumber) Fruit Juice Vesicles,,,피부컨디셔닝제(기타);피부보호제;보습제;산화방지제
24474,사과즙소포,Malus Domestica Fruit Juice Vesicles,,,피부컨디셔닝제(기타);피부보호제;보습제;산화방지제
24473,피타야즙소포,Hylocereus Undatus Fruit Juice Vesicles,,,피부컨디셔닝제(기타);피부보호제;산화방지제
24472,망고즙소포,Mangifera Indica Fruit Juice Vesicles,,,피부컨디셔닝제(기타);피부보호제;보습제;산화방지제
24470,헵타펩타이드-69,Heptapeptide-69,,,피부컨디셔닝제(기타)
24469,치자나무캘러스배양액,,,,피부컨디셔닝제(기타)
24468,치자나무캘러스세포외소포,,,,피부컨디셔닝제(기타)
24466,계란배외막세포배양액,Chicken Egg Extraembryonic Membrane Cell Conditioned Media,,,피부컨디셔닝제(기타);피부컨디셔닝제(보습제);보습제
24465,유자씨가루,Citrus Junos Seed Powder,,,피부컨디셔닝제(기타)
24462,아세틸헵타펩타이드-69,Acetyl Heptapeptide-69,,,피부컨디셔닝제(기타)
24460,꽈리열매수,,,,피부컨디셔닝제(기타)
24457,에틸3-하이드록시프로피오네이트,,623-72-3,,피부컨디셔닝제(기타)
24455,올리고펩타이드-13K,,,,피부컨디셔닝제(기타)
24454,일라이트/지모뿌리줄기추출물,,,,피부컨디셔닝제(기타)
24453,삼씨소포,,,,피부컨디셔닝제(기타)
24452,비누풀캘러스,Saponaria Officinalis Callus,,,피부컨디셔닝제(기타);피부컨디셔닝제(보습제);피부보호제;보습제;헤어컨디셔닝제
24450,피브로인올리고펩타이드-4,Fibroin Oligopeptide-4,,,피부컨디셔닝제(기타);피부컨디셔닝제(보습제);피부보호제;보습제;유화안정제;피막형성제
24448,피브로인올리고펩타이드-1,Fibroin Oligopeptide-1,,,피부컨디셔닝제(기타);피부컨디셔닝제(보습제);피부보호제;보습제;유화안정제;피막형성제
24447,피브로인올리고펩타이드-3,Fibroin Oligopeptide-3,,,피부컨디셔닝제(기타);피부컨디셔닝제(보습제);피부보호제;보습제;유화안정제;피막형성제
24446,피브로인데카펩타이드-1,Fibroin Decapeptide-1,,,피부컨디셔닝제(기타);피부컨디셔닝제(보습제);피부보호제;보습제;유화안정제;피막형성제
24445,까마귀밥나무가지추출물,,,,피부컨디셔닝제(기타)
24444,효모/발아귀리발효여과물,,,,피부컨디셔닝제(기타)
24443,아시아티코사이드비,Asiaticoside B,125265-68-1,,피부컨디셔닝제(기타)
24442,노빌레틴,Nobiletin,478-01-3,,피부컨디셔닝제(기타);산화방지제
24440,에스알-옥타에스에이치-폴리펩타이드-69,sr-Octa sh-Polypeptide-69,,,피부컨디셔닝제(기타)
24439,페디오코쿠스/에스에이치-올리고펩타이드-1발효추출여과물,Pediococcus/sh-Oligopeptide-1 Ferment Extract Filtrate,,,피부컨디셔닝제(기타);산화제
24436,스테비올글라이코사이드,Steviol Glycosides,,,피부컨디셔닝제(기타)
24435,라틸락토바실러스세포외소포,,,,피부컨디셔닝제(기타)
24434,바위손잎소포,Selaginella Tamariscina Leaf Vesicles,,,피부컨디셔닝제(기타)
24433,정향꽃수,,,,피부컨디셔닝제(기타)
24429,육계잎추출물/쌀겨추출물/로즈마리잎/줄기수/정향꽃수발효여과물,,,,피부컨디셔닝제(기타)
24428,접두화꽃수,Clitoria Ternatea Flower Water,,,피부컨디셔닝제(기타)
24427,아퀼라리아 크라스나줄기오일,Aquilaria Crassna Stem Oil,,,피부컨디셔닝제(기타)
24426,카자크스타니아/아미노부티릭애씨드발효여과물,Kazachstania/Aminobutyric Acid Ferment Filtrate,,,피부컨디셔닝제(기타)
24425,붉가시나무열매/잎소포,,,,피부컨디셔닝제(기타)
24424,종가시나무열매/잎소포,,,,피부컨디셔닝제(기타)
24422,미리스틸피리디늄클로라이드,,2785-54-8,,피부컨디셔닝제(기타)
24419,팔미토일테트라펩타이드-95,Palmitoyl Tetrapeptide-95,2770243-02-0,,피부컨디셔닝제(기타)
24418,팔미토일테트라펩타이드-94,Palmitoyl Tetrapeptide-94,2770248-46-7,,피부컨디셔닝제(기타)
24417,2-하이드록시스테아릭애씨드,2-Hydroxystearic Acid,629-22-1,,피부컨디셔닝제(기타)
24416,마뿌리수,,,,피부컨디셔닝제(기타);피부컨디셔닝제(보습제);보습제
24414,아세틸에스에이치-헥사펩타이드-46에스피데카펩타이드-83아마이드,Acetyl sh-Hexapeptide-46 SP Decapeptide-83 Amide,,,피부컨디셔닝제(기타)
24413,락토바실러스/무뿌리추출물발효여과물,,,,피부컨디셔닝제(기타)
24412,무뿌리수,,,,피부컨디셔닝제(기타);피부컨디셔닝제(보습제);보습제
24411,하이드록시페닐아미노피리딘 메톡시벤젠설폰아마이드,Hydroxyphenylaminopyridine Methoxybenzenesulfonamide,141430-65-1,,피부컨디셔닝제(기타);피부컨디셔닝제(보습제);보습제
24410,몬스테라추출물,,,,피부컨디셔닝제(기타)
24409,지채추출물,,,,피부컨디셔닝제(기타)
24408,엑시궈박테리움 아르테미아이발효여과물,Exiguobacterium Artemiae Ferment Filtrate,,,피부컨디셔닝제(기타)
24407,엘라이오카르푸스 페티오라투스잎추출물,Elaeocarpus Petiolatus Leaf Extract,,,피부컨디셔닝제(기타)
24404,미파-C12-14Sec-알케스-3아세테이트,MIPA-C12-14 Sec-Alketh-3 Acetate,,,피부컨디셔닝제(기타)
24402,자작나무잎수,Betula Platyphylla Japonica Leaf Water,223748-09-2,,피부컨디셔닝제(기타)
24401,인체지방유래중간엽줄기세포배양액,Human Adipose Derived Mesenchymal Stem Cell Conditioned Media,,,피부컨디셔닝제(기타)
24400,아퀼라리아 크라스나줄기수,Aquilaria Crassna Stem Water,,,피부컨디셔닝제(기타)
24399,"5,2',5'-트라이하이드록시-7,8-다이메톡시플라바논",,,,피부컨디셔닝제(기타)
24398,소듐페닐부티로일히스티디닐4-t-부틸D-페닐알라닐알지닐라이신N6-(석신이미도프로피오닐티오에틸다이팔미토일글리세로포스페이트),Sodium Phenylbutyroyl Histidinyl 4-t-Butyl D-Phenylalanyl Arginyl Lysine N6-(Succinimidopropionyl Thioethyl Dipalmitoyl Glycerophosphate),,,피부컨디셔닝제(기타)
